,confirmed,country_region,deaths,lat,long,province_state,recovered,timestamp
2220,1579,Colombia,46,4.5709,-74.2973,null,88,1586174400.0
2221,1264,China,1,29.1832,120934.0,Zhejiang,1230,1586174400.0
2222,559,China,3,30.6171,102.7103,Sichuan,540,1586174400.0
2223,536,China,6,31.202,121.4491,Shanghai,389,1586174400.0
2224,780,China,7,36.3427,118.1498,Shandong,755,1586174400.0
2225,142,China,2,41.2956,122.6085,Liaoning,128,1586174400.0
2226,118,China,1,44935.0,113.9448,Inner Mongolia,74,1586174400.0
2227,67803,China,3212,30.9756,112.2707,Hubei,64014,1586174400.0
2228,914,China,4,22.3,114.2,Hong Kong,216,1586174400.0
2229,524,China,13,47.862,127.7615,Heilongjiang,469,1586174400.0
2230,1532,China,8,23.3417,113.4244,Guangdong,1395,1586174400.0
2231,350,China,1,26789.0,117.9874,Fujian,305,1586174400.0
2232,587,China,8,40.1824,116.4142,Beijing,443,1586174400.0
2233,4815,Chile,37,-35.6751,-71.543,null,728,1586174400.0
2234,null,Canada,null,56.1304,-106.3468,Recovery aggregated,3256,1586174400.0
2235,8580,Canada,121,52.9399,-73.5491,Quebec,null,1586174400.0
2236,4347,Canada,150,51.2538,-85.3232,Ontario,null,1586174400.0
2237,293,Canada,0,44.682,-63.7443,Nova Scotia,null,1586174400.0
2238,226,Canada,1,53.1355,-57.6604,Newfoundland and Labrador,null,1586174400.0
2239,103,Canada,0,46.5653,-66.4619,New Brunswick,null,1586174400.0
2240,1266,Canada,38,49.2827,-123.1207,British Columbia,null,1586174400.0
2241,1250,Canada,23,53.9333,-116.5765,Alberta,null,1586174400.0
2242,658,Cameroon,9,3.848,11.5021,null,17,1586174400.0
2243,114,Cambodia,0,11.55,104.9167,null,53,1586174400.0
2244,364,Burkina Faso,18,12.2383,-1.5616,null,108,1586174400.0
2245,549,Bulgaria,22,42.7339,25.4858,null,39,1586174400.0
2246,135,Brunei,1,4.5353,114.7277,null,82,1586174400.0
2247,12161,Brazil,564,-14.235,-51.9253,null,127,1586174400.0
2248,674,Bosnia and Herzegovina,29,43.9159,17.6791,null,47,1586174400.0
2249,183,Bolivia,11,-16.2902,-63.5887,null,2,1586174400.0
2250,20814,Belgium,1632,50.8333,4.0,null,3986,1586174400.0
2251,700,Belarus,13,53.7098,27.9534,null,53,1586174400.0
2252,60,Barbados,2,13.1939,-59.5432,null,6,1586174400.0
2253,123,Bangladesh,12,23.685,90.3563,null,33,1586174400.0
2254,756,Bahrain,4,26275.0,50.55,null,458,1586174400.0
2255,29,Bahamas,5,25343.0,-77.3963,null,4,1586174400.0
2256,641,Azerbaijan,7,40.1431,47.5769,null,44,1586174400.0
2257,12297,Austria,220,47.5162,14.5501,null,3463,1586174400.0
2258,1158,Australia,10,-37.8136,144.9631,Victoria,620,1586174400.0
2259,86,Australia,2,-41.4545,145.9707,Tasmania,26,1586174400.0
2260,411,Australia,0,-34.9285,138.6007,South Australia,53,1586174400.0
2261,921,Australia,4,-28167.0,153.4,Queensland,173,1586174400.0
2262,2637,Australia,18,-33.8688,151.2093,New South Wales,4,1586174400.0
2263,833,Armenia,8,40691.0,45382.0,null,62,1586174400.0
2264,1554,Argentina,48,-38.4161,-63.6167,null,325,1586174400.0
2265,16,Angola,2,-11.2027,17.8739,null,2,1586174400.0
2266,525,Andorra,21,42.5063,1.5218,null,31,1586174400.0
2267,1423,Algeria,173,28339.0,1.6596,null,90,1586174400.0
2268,377,Albania,21,41.1533,20.1683,null,116,1586174400.0
2269,367,Afghanistan,11,33.0,65.0,null,18,1586174400.0
2270,2,United Kingdom,0,-51.7963,-59.5236,Falkland Islands (Islas Malvinas),0,1586174400.0
2271,19,Syria,2,34.802075,38.996815,null,2,1586174400.0
2272,12,Sudan,2,12.8628,30.2176,null,2,1586174400.0
2273,1,South Sudan,0,6.877,31.307,null,0,1586174400.0
2274,266,San Marino,32,43.9424,12.4578,null,35,1586174400.0
2275,10,Saint Kitts and Nevis,0,17.357822,-62.782998,null,0,1586174400.0
2276,145,Kosovo,1,42.602636,20.902977,null,23,1586174400.0
2277,58,Jamaica,3,18.1096,-77.2975,null,8,1586174400.0
2278,214,Ghana,5,7.9465,-1232.0,null,31,1586174400.0
2279,147,France,2,-12.8275,45.1662,Mayotte,14,1586174400.0
2280,135,France,7,16.25,-61.5833,Guadeloupe,31,1586174400.0
2281,327,China,6,39.549,116.1306,Hebei,310,1586174400.0
2282,249,Canada,3,52.9399,-106.4509,Saskatchewan,null,1586174400.0
2283,203,Canada,2,53.7609,-98.8139,Manitoba,null,1586174400.0
2284,7,Saint Vincent and the Grenadines,0,12.9843,-61.2872,null,1,1586174400.0
2285,18,Guinea-Bissau,0,11.8037,-15.1804,null,0,1586174400.0
2286,180,China,3,39.3054,117.323,Tianjin,144,1586174400.0
2287,9,Chad,0,15.4542,18.7322,null,0,1586174400.0
2288,6,United Kingdom,0,16.7425,-62.1874,Montserrat,0,1586174400.0
2289,7,Somalia,0,5.1521,46.1996,null,1,1586174400.0
2290,184,China,2,24.974,101.487,Yunnan,172,1586174400.0
2291,15,Antigua and Barbuda,0,17608.0,-61.7964,null,0,1586174400.0
2292,6,Canada,0,64.2823,-135.0,Yukon,null,1586174400.0
2293,39,Zambia,1,-15.4167,28.2833,null,3,1586088000.0
2294,237,West Bank and Gaza,1,31.9522,35.2332,null,25,1586088000.0
2295,241,Vietnam,0,16.0,108.0,null,90,1586088000.0
2296,159,Venezuela,7,6.4238,-66.5897,null,52,1586088000.0
2297,342,Uzbekistan,2,41.3775,64.5853,null,30,1586088000.0
2298,5,United Kingdom,1,21.694,-71.7979,Turks and Caicos Islands,0,1586088000.0
2299,127,United Kingdom,1,54.2361,-4.5481,Isle of Man,0,1586088000.0
2300,103,United Kingdom,0,36.1408,-5.3536,Gibraltar,52,1586088000.0
2301,309,United Kingdom,6,49.3723,-2.3644,Channel Islands,27,1586088000.0
2302,37,United Kingdom,0,32.3078,-64.7505,Bermuda,14,1586088000.0
2303,47806,United Kingdom,4934,55.3781,-3.436,null,135,1586088000.0
2304,1799,United Arab Emirates,10,24.0,54.0,null,144,1586088000.0
2305,1308,Ukraine,37,48.3794,31.1656,null,28,1586088000.0
2306,337072,US,9619,37902.0,-95.7129,null,17448,1586088000.0
2307,27069,Turkey,574,38.9637,35.2433,null,1042,1586088000.0
2308,574,Tunisia,22,34.0,9.0,null,5,1586088000.0
2309,104,Trinidad and Tobago,7,10.6918,-61.2225,null,1,1586088000.0
2310,44,Togo,3,8.6195,0.8248,null,20,1586088000.0
2311,2169,Thailand,23,15.0,101.0,null,793,1586088000.0
2312,22,Tanzania,1,-6.369,34.8888,null,3,1586088000.0
2313,363,Taiwan*,5,23.7,121.0,null,50,1586088000.0
2314,21100,Switzerland,715,46.8182,8.2275,null,6415,1586088000.0
2315,6830,Sweden,401,63.0,16.0,null,205,1586088000.0
2316,176,Sri Lanka,5,7.0,81.0,null,33,1586088000.0
2317,131646,Spain,12641,40.0,-4.0,null,38080,1586088000.0
2318,1655,South Africa,11,-30.5595,22.9375,null,95,1586088000.0
2319,997,Slovenia,28,46.1512,14.9955,null,79,1586088000.0
2320,485,Slovakia,1,48.669,19.699,null,10,1586088000.0
2321,1309,Singapore,6,1.2833,103.8333,null,320,1586088000.0
2322,1908,Serbia,51,44165.0,21059.0,null,0,1586088000.0
2323,222,Senegal,2,14.4974,-14.4524,null,82,1586088000.0
2324,2402,Saudi Arabia,34,24.0,45.0,null,488,1586088000.0
2325,104,Rwanda,0,-1.9403,29.8739,null,4,1586088000.0
2326,5389,Russia,45,60.0,90.0,null,355,1586088000.0
2327,3864,Romania,151,45.9432,24.9668,null,374,1586088000.0
2328,1604,Qatar,4,25.3548,51.1839,null,123,1586088000.0
2329,11278,Portugal,295,39.3999,-8.2245,null,75,1586088000.0
2330,4102,Poland,94,51.9194,19.1451,null,134,1586088000.0
2331,3246,Philippines,152,13.0,122.0,null,64,1586088000.0
2332,2281,Peru,83,-9.19,-75152.0,null,989,1586088000.0
2333,104,Paraguay,3,-23.4425,-58.4438,null,12,1586088000.0
2334,1801,Panama,46,8.538,-80.7821,null,13,1586088000.0
2335,3157,Pakistan,47,30.3753,69.3451,null,211,1586088000.0
2336,298,Oman,2,21.0,57.0,null,61,1586088000.0
2337,5687,Norway,71,60.472,8.4689,null,32,1586088000.0
2338,555,North Macedonia,18,41.6086,21.7453,null,23,1586088000.0
2339,232,Nigeria,5,982.0,8.6753,null,33,1586088000.0
2340,184,Niger,10,17.6078,8817.0,null,13,1586088000.0
2341,1039,New Zealand,1,-40.9006,174.886,null,156,1586088000.0
2342,25,Netherlands,4,18425.0,-63548.0,Sint Maarten,1,1586088000.0
2343,17851,Netherlands,1766,52.1326,5.2913,null,250,1586088000.0
2344,1021,Morocco,70,31.7917,-7926.0,null,76,1586088000.0
2345,214,Montenegro,2,42.5,19.3,null,1,1586088000.0
2346,73,Monaco,1,43.7333,7.4167,null,3,1586088000.0
2347,864,Moldova,15,47.4116,28.3699,null,30,1586088000.0
2348,1890,Mexico,79,23.6345,-102.5528,null,633,1586088000.0
2349,227,Mauritius,7,-20.2,57.5,null,7,1586088000.0
2350,227,Malta,0,35.9375,14.3754,null,5,1586088000.0
2351,45,Mali,5,17.570692,-3.996166,null,1,1586088000.0
2352,3662,Malaysia,61,2.5,112.5,null,1005,1586088000.0
2353,72,Madagascar,0,-18.7669,46.8691,null,2,1586088000.0
2354,2804,Luxembourg,36,49.8153,6.1296,null,500,1586088000.0
2355,811,Lithuania,13,55.1694,23.8813,null,7,1586088000.0
2356,13,Liberia,3,6.4281,-9.4295,null,3,1586088000.0
2357,527,Lebanon,18,33.8547,35.8623,null,54,1586088000.0
2358,533,Latvia,1,56.8796,24.6032,null,1,1586088000.0
2359,11,Laos,0,19.85627,102.495496,null,0,1586088000.0
2360,147,Kyrgyzstan,1,41.2044,74.7661,null,9,1586088000.0
2361,556,Kuwait,1,29.5,47.75,null,99,1586088000.0
2362,10237,"Korea, South",183,36.0,128.0,null,6463,1586088000.0
2363,142,Kenya,4,-236.0,37.9062,null,4,1586088000.0
2364,584,Kazakhstan,6,48196.0,66.9237,null,42,1586088000.0
2365,345,Jordan,5,31.24,36.51,null,110,1586088000.0
2366,128948,Italy,15887,43.0,12.0,null,21815,1586088000.0
2367,8430,Israel,49,31.0,35.0,null,477,1586088000.0
2368,4994,Ireland,158,53.1424,-7.6921,null,25,1586088000.0
2369,961,Iraq,61,33.0,44.0,null,279,1586088000.0
2370,58226,Iran,3603,32.0,53.0,null,19736,1586088000.0
2371,2273,Indonesia,198,-0.7893,113.9213,null,164,1586088000.0
2372,3588,India,99,21.0,78.0,null,229,1586088000.0
2373,1486,Iceland,4,64.9631,-19208.0,null,428,1586088000.0
2374,733,Hungary,34,47.1625,19.5033,null,66,1586088000.0
2375,268,Honduras,22,15.2,-86.2419,null,6,1586088000.0
2376,21,Haiti,1,18.9712,-72.2852,null,1,1586088000.0
2377,24,Guyana,4,5.0,-58.75,null,0,1586088000.0
2378,121,Guinea,0,9.9456,-9.6966,null,5,1586088000.0
2379,1735,Greece,73,39742.0,21.8243,null,78,1586088000.0
2380,100123,Germany,1584,51.0,9.0,null,28700,1586088000.0
2381,174,Georgia,2,42.3154,43.3569,null,36,1586088000.0
2382,344,France,0,-21.1351,55.2471,Reunion,40,1586088000.0
2383,149,France,4,14.6415,-61242.0,Martinique,50,1586088000.0
2384,41,France,0,-17.6797,149.4068,French Polynesia,0,1586088000.0
2385,92839,France,8078,46.2276,2.2137,null,16183,1586088000.0
2386,1927,Finland,28,64.0,26.0,null,300,1586088000.0
2387,43,Ethiopia,2,9.145,40.4897,null,4,1586088000.0
2388,1097,Estonia,15,58.5953,25136.0,null,62,1586088000.0
2389,62,El Salvador,3,13.7942,-88.8965,null,2,1586088000.0
2390,1173,Egypt,78,26.0,30.0,null,247,1586088000.0
2391,3646,Ecuador,180,-1.8312,-78.1834,null,100,1586088000.0
2392,1745,Dominican Republic,82,18.7357,-70.1627,null,17,1586088000.0
2393,59,Djibouti,0,11.8251,42.5903,null,9,1586088000.0
2394,181,Denmark,0,61.8926,-6.9118,Faroe Islands,99,1586088000.0
2395,4369,Denmark,179,56.2639,9.5018,null,1327,1586088000.0
2396,4587,Czechia,67,49.8175,15.473,null,96,1586088000.0
2397,446,Cyprus,9,35.1264,33.4299,null,37,1586088000.0
2398,320,Cuba,8,22.0,-80.0,null,15,1586088000.0
2399,1182,Croatia,15,45.1,15.2,null,125,1586088000.0
2400,261,Cote d'Ivoire,3,7.54,-5.5471,null,37,1586088000.0
2401,454,Costa Rica,2,9.7489,-83.7534,null,16,1586088000.0
2402,1485,Colombia,35,4.5709,-74.2973,null,88,1586088000.0
2403,1263,China,1,29.1832,120934.0,Zhejiang,1230,1586088000.0
2404,558,China,3,30.6171,102.7103,Sichuan,539,1586088000.0
2405,531,China,6,31.202,121.4491,Shanghai,383,1586088000.0
2406,779,China,7,36.3427,118.1498,Shandong,755,1586088000.0
2407,142,China,2,41.2956,122.6085,Liaoning,126,1586088000.0
2408,67803,China,3210,30.9756,112.2707,Hubei,63945,1586088000.0
2409,890,China,4,22.3,114.2,Hong Kong,206,1586088000.0
2410,504,China,13,47.862,127.7615,Heilongjiang,469,1586088000.0
2411,1524,China,8,23.3417,113.4244,Guangdong,1387,1586088000.0
2412,350,China,1,26789.0,117.9874,Fujian,303,1586088000.0
2413,586,China,8,40.1824,116.4142,Beijing,441,1586088000.0
2414,4471,Chile,34,-35.6751,-71.543,null,618,1586088000.0
2415,null,Canada,null,56.1304,-106.3468,Recovery aggregated,3012,1586088000.0
2416,7944,Canada,75,52.9399,-73.5491,Quebec,null,1586088000.0
2417,4354,Canada,119,51.2538,-85.3232,Ontario,null,1586088000.0
2418,262,Canada,0,44.682,-63.7443,Nova Scotia,null,1586088000.0
2419,217,Canada,1,53.1355,-57.6604,Newfoundland and Labrador,null,1586088000.0
2420,98,Canada,0,46.5653,-66.4619,New Brunswick,null,1586088000.0
2421,1181,Canada,20,53.9333,-116.5765,Alberta,null,1586088000.0
2422,650,Cameroon,9,3.848,11.5021,null,17,1586088000.0
2423,345,Burkina Faso,17,12.2383,-1.5616,null,90,1586088000.0
2424,531,Bulgaria,20,42.7339,25.4858,null,37,1586088000.0
2425,135,Brunei,1,4.5353,114.7277,null,73,1586088000.0
2426,11130,Brazil,486,-14.235,-51.9253,null,127,1586088000.0
2427,654,Bosnia and Herzegovina,23,43.9159,17.6791,null,30,1586088000.0
2428,157,Bolivia,10,-16.2902,-63.5887,null,2,1586088000.0
2429,22,Benin,0,9.3077,2.3158,null,5,1586088000.0
2430,5,Belize,0,13.1939,-59.5432,null,0,1586088000.0
2431,19691,Belgium,1447,50.8333,4.0,null,3751,1586088000.0
2432,562,Belarus,8,53.7098,27.9534,null,52,1586088000.0
2433,56,Barbados,1,13.1939,-59.5432,null,6,1586088000.0
2434,88,Bangladesh,9,23.685,90.3563,null,33,1586088000.0
2435,700,Bahrain,4,26275.0,50.55,null,431,1586088000.0
2436,584,Azerbaijan,7,40.1431,47.5769,null,32,1586088000.0
2437,12051,Austria,204,47.5162,14.5501,null,2998,1586088000.0
2438,453,Australia,3,-31.9505,115.8605,Western Australia,92,1586088000.0
2439,1135,Australia,8,-37.8136,144.9631,Victoria,573,1586088000.0
2440,82,Australia,2,-41.4545,145.9707,Tasmania,5,1586088000.0
2441,907,Australia,4,-28167.0,153.4,Queensland,8,1586088000.0
2442,27,Australia,0,-12.4634,130.8456,Northern Territory,1,1586088000.0
2443,2580,Australia,16,-33.8688,151.2093,New South Wales,4,1586088000.0
2444,96,Australia,2,-35.4735,149124.0,Australian Capital Territory,28,1586088000.0
2445,822,Armenia,7,40691.0,45382.0,null,57,1586088000.0
2446,1451,Argentina,44,-38.4161,-63.6167,null,280,1586088000.0
2447,14,Angola,2,-11.2027,17.8739,null,2,1586088000.0
2448,501,Andorra,18,42.5063,1.5218,null,26,1586088000.0
2449,1320,Algeria,152,28339.0,1.6596,null,90,1586088000.0
2450,361,Albania,20,41.1533,20.1683,null,104,1586088000.0
2451,349,Afghanistan,7,33.0,65.0,null,15,1586088000.0
2452,400,Uruguay,5,-32.5228,-55.7658,null,93,1586088000.0
2453,35,United Kingdom,1,19.3133,-81.2546,Cayman Islands,1,1586088000.0
2454,11,Netherlands,1,12.1696,-68.99,Curacao,5,1586088000.0
2455,64,Netherlands,0,12.5186,-70358.0,Aruba,1,1586088000.0
2456,4,Malawi,0,-13.254308,34.301525,null,0,1586088000.0
2457,77,Liechtenstein,1,47.14,9.55,null,0,1586088000.0
2458,18,Libya,1,26.3351,17.228331,null,0,1586088000.0
2459,3139,Japan,77,36.0,138.0,null,514,1586088000.0
2460,61,Guatemala,2,15.7835,-90.2308,null,15,1586088000.0
2461,61,France,0,3.9339,-53.1258,French Guiana,22,1586088000.0
2462,12,Fiji,0,-17.7134,17865.0,null,0,1586088000.0
2463,29,Eritrea,0,15.1794,39.7823,null,0,1586088000.0
2464,14,Dominica,0,15.415,-61.371,null,0,1586088000.0
2465,11,Denmark,0,71.7069,-42.6043,Greenland,3,1586088000.0
2466,154,Congo (Kinshasa),18,-4383.0,21.7587,null,3,1586088000.0
2467,256,China,3,35.1917,108.8701,Shaanxi,245,1586088000.0
2468,138,China,2,37.8099,101583.0,Gansu,131,1586088000.0
2469,4,Canada,0,64.8255,-124.8457,Northwest Territories,null,1586088000.0
2470,1203,Canada,38,49.2827,-123.1207,British Columbia,null,1586088000.0
2471,114,Cambodia,0,11.55,104.9167,null,50,1586088000.0
2472,7,Cabo Verde,1,16.5388,-23418.0,null,0,1586088000.0
2473,21,Burma,1,21.9162,95.956,null,0,1586088000.0
2474,28,Bahamas,4,25343.0,-77.3963,null,0,1586088000.0
2475,407,Australia,0,-34.9285,138.6007,South Australia,46,1586088000.0
2476,21,Gabon,1,-0.8037,11.6094,null,1,1586088000.0
2477,16,Equatorial Guinea,0,1.5,10.0,null,1,1586088000.0
2478,9,Zimbabwe,1,-20.0,30.0,null,0,1586088000.0
2479,117,China,1,44935.0,113.9448,Inner Mongolia,74,1586088000.0
2480,14,Mongolia,0,46.8625,103.8467,null,2,1586088000.0
2481,10,Seychelles,0,-4.6796,55.492,null,0,1586088000.0
2482,0,Sao Tome and Principe,0,0.18636,6.613081,null,0,1586088000.0
2483,1276,China,22,33.882,113.614,Henan,1251,1586088000.0
2484,1,Papua New Guinea,0,-6.315,143.9555,null,0,1586088000.0
2485,9,Eswatini,0,-26.5225,31.4659,null,0,1586088000.0
2486,217,West Bank and Gaza,1,31.9522,35.2332,null,21,1586001600.0
2487,240,Vietnam,0,16.0,108.0,null,90,1586001600.0
2488,155,Venezuela,7,6.4238,-66.5897,null,52,1586001600.0
2489,266,Uzbekistan,2,41.3775,64.5853,null,25,1586001600.0
2490,126,United Kingdom,1,54.2361,-4.5481,Isle of Man,0,1586001600.0
2491,98,United Kingdom,0,36.1408,-5.3536,Gibraltar,52,1586001600.0
2492,1,United Kingdom,0,-51.7963,-59.5236,Falkland Islands (Islas Malvinas),0,1586001600.0
2493,262,United Kingdom,5,49.3723,-2.3644,Channel Islands,13,1586001600.0
2494,41903,United Kingdom,4313,55.3781,-3.436,null,135,1586001600.0
2495,1505,United Arab Emirates,10,24.0,54.0,null,125,1586001600.0
2496,1225,Ukraine,32,48.3794,31.1656,null,25,1586001600.0
2497,308850,US,8407,37902.0,-95.7129,null,14652,1586001600.0
2498,23934,Turkey,501,38.9637,35.2433,null,786,1586001600.0
2499,553,Tunisia,18,34.0,9.0,null,5,1586001600.0
2500,103,Trinidad and Tobago,6,10.6918,-61.2225,null,1,1586001600.0
2501,41,Togo,3,8.6195,0.8248,null,17,1586001600.0
2502,2067,Thailand,20,15.0,101.0,null,674,1586001600.0
2503,355,Taiwan*,5,23.7,121.0,null,50,1586001600.0
2504,16,Syria,2,34.802075,38.996815,null,2,1586001600.0
2505,20505,Switzerland,666,46.8182,8.2275,null,6415,1586001600.0
2506,6443,Sweden,373,63.0,16.0,null,205,1586001600.0
2507,166,Sri Lanka,5,7.0,81.0,null,27,1586001600.0
2508,126168,Spain,11947,40.0,-4.0,null,34219,1586001600.0
2509,1585,South Africa,9,-30.5595,22.9375,null,95,1586001600.0
2510,977,Slovenia,22,46.1512,14.9955,null,79,1586001600.0
2511,471,Slovakia,1,48.669,19.699,null,10,1586001600.0
2512,1189,Singapore,6,1.2833,103.8333,null,297,1586001600.0
2513,4,Sierra Leone,0,8.460555,-11.779889,null,0,1586001600.0
2514,1624,Serbia,44,44165.0,21059.0,null,0,1586001600.0
2515,219,Senegal,2,14.4974,-14.4524,null,72,1586001600.0
2516,2179,Saudi Arabia,29,24.0,45.0,null,420,1586001600.0
2517,259,San Marino,32,43.9424,12.4578,null,27,1586001600.0
2518,102,Rwanda,0,-1.9403,29.8739,null,0,1586001600.0
2519,4731,Russia,43,60.0,90.0,null,333,1586001600.0
2520,3613,Romania,146,45.9432,24.9668,null,329,1586001600.0
2521,1325,Qatar,3,25.3548,51.1839,null,109,1586001600.0
2522,10524,Portugal,266,39.3999,-8.2245,null,75,1586001600.0
2523,3627,Poland,79,51.9194,19.1451,null,116,1586001600.0
2524,3094,Philippines,144,13.0,122.0,null,57,1586001600.0
2525,1746,Peru,73,-9.19,-75152.0,null,914,1586001600.0
2526,96,Paraguay,3,-23.4425,-58.4438,null,12,1586001600.0
2527,1673,Panama,41,8.538,-80.7821,null,13,1586001600.0
2528,2818,Pakistan,41,30.3753,69.3451,null,131,1586001600.0
2529,277,Oman,2,21.0,57.0,null,61,1586001600.0
2530,5550,Norway,62,60.472,8.4689,null,32,1586001600.0
2531,483,North Macedonia,17,41.6086,21.7453,null,20,1586001600.0
2532,214,Nigeria,4,982.0,8.6753,null,25,1586001600.0
2533,144,Niger,8,17.6078,8817.0,null,0,1586001600.0
2534,950,New Zealand,1,-40.9006,174.886,null,127,1586001600.0
2535,23,Netherlands,4,18425.0,-63548.0,Sint Maarten,6,1586001600.0
2536,16627,Netherlands,1651,52.1326,5.2913,null,250,1586001600.0
2537,919,Morocco,59,31.7917,-7926.0,null,66,1586001600.0
2538,201,Montenegro,2,42.5,19.3,null,1,1586001600.0
2539,66,Monaco,1,43.7333,7.4167,null,3,1586001600.0
2540,752,Moldova,12,47.4116,28.3699,null,29,1586001600.0
2541,1688,Mexico,60,23.6345,-102.5528,null,633,1586001600.0
2542,196,Mauritius,7,-20.2,57.5,null,7,1586001600.0
2543,213,Malta,0,35.9375,14.3754,null,2,1586001600.0
2544,41,Mali,3,17.570692,-3.996166,null,1,1586001600.0
2545,3483,Malaysia,57,2.5,112.5,null,915,1586001600.0
2546,2729,Luxembourg,31,49.8153,6.1296,null,500,1586001600.0
2547,771,Lithuania,11,55.1694,23.8813,null,7,1586001600.0
2548,10,Liberia,1,6.4281,-9.4295,null,3,1586001600.0
2549,520,Lebanon,17,33.8547,35.8623,null,54,1586001600.0
2550,509,Latvia,1,56.8796,24.6032,null,1,1586001600.0
2551,144,Kyrgyzstan,1,41.2044,74.7661,null,9,1586001600.0
2552,479,Kuwait,1,29.5,47.75,null,93,1586001600.0
2553,135,Kosovo,1,42.602636,20.902977,null,16,1586001600.0
2554,10156,"Korea, South",177,36.0,128.0,null,6325,1586001600.0
2555,126,Kenya,4,-236.0,37.9062,null,4,1586001600.0
2556,531,Kazakhstan,5,48196.0,66.9237,null,36,1586001600.0
2557,323,Jordan,5,31.24,36.51,null,74,1586001600.0
2558,53,Jamaica,3,18.1096,-77.2975,null,7,1586001600.0
2559,124632,Italy,15362,43.0,12.0,null,20996,1586001600.0
2560,7851,Israel,44,31.0,35.0,null,427,1586001600.0
2561,4604,Ireland,137,53.1424,-7.6921,null,25,1586001600.0
2562,878,Iraq,56,33.0,44.0,null,259,1586001600.0
2563,55743,Iran,3452,32.0,53.0,null,19736,1586001600.0
2564,2092,Indonesia,191,-0.7893,113.9213,null,150,1586001600.0
2565,3082,India,86,21.0,78.0,null,229,1586001600.0
2566,1417,Iceland,4,64.9631,-19208.0,null,396,1586001600.0
2567,678,Hungary,32,47.1625,19.5033,null,58,1586001600.0
2568,264,Honduras,15,15.2,-86.2419,null,3,1586001600.0
2569,20,Haiti,0,18.9712,-72.2852,null,1,1586001600.0
2570,111,Guinea,0,9.9456,-9.6966,null,5,1586001600.0
2571,1673,Greece,68,39742.0,21.8243,null,78,1586001600.0
2572,96092,Germany,1444,51.0,9.0,null,26400,1586001600.0
2573,162,Georgia,1,42.3154,43.3569,null,36,1586001600.0
2574,24,France,2,18708.0,-63501.0,St Martin,5,1586001600.0
2575,334,France,0,-21.1351,55.2471,Reunion,40,1586001600.0
2576,17,France,0,-20.9043,165.618,New Caledonia,1,1586001600.0
2577,134,France,2,-12.8275,45.1662,Mayotte,14,1586001600.0
2578,145,France,3,14.6415,-61242.0,Martinique,27,1586001600.0
2579,134,France,7,16.25,-61.5833,Guadeloupe,24,1586001600.0
2580,40,France,0,-17.6797,149.4068,French Polynesia,0,1586001600.0
2581,89953,France,7560,46.2276,2.2137,null,15438,1586001600.0
2582,1882,Finland,25,64.0,26.0,null,300,1586001600.0
2583,38,Ethiopia,0,9.145,40.4897,null,4,1586001600.0
2584,1039,Estonia,13,58.5953,25136.0,null,59,1586001600.0
2585,56,El Salvador,3,13.7942,-88.8965,null,2,1586001600.0
2586,1070,Egypt,71,26.0,30.0,null,241,1586001600.0
2587,3465,Ecuador,172,-1.8312,-78.1834,null,100,1586001600.0
2588,50,Djibouti,0,11.8251,42.5903,null,8,1586001600.0
2589,181,Denmark,0,61.8926,-6.9118,Faroe Islands,93,1586001600.0
2590,4077,Denmark,161,56.2639,9.5018,null,1283,1586001600.0
2591,4472,Czechia,59,49.8175,15.473,null,78,1586001600.0
2592,426,Cyprus,11,35.1264,33.4299,null,33,1586001600.0
2593,288,Cuba,6,22.0,-80.0,null,15,1586001600.0
2594,1126,Croatia,12,45.1,15.2,null,119,1586001600.0
2595,245,Cote d'Ivoire,1,7.54,-5.5471,null,25,1586001600.0
2596,435,Costa Rica,2,9.7489,-83.7534,null,13,1586001600.0
2597,1406,Colombia,32,4.5709,-74.2973,null,85,1586001600.0
2598,1262,China,1,29.1832,120934.0,Zhejiang,1229,1586001600.0
2599,557,China,3,30.6171,102.7103,Sichuan,538,1586001600.0
2600,529,China,6,31.202,121.4491,Shanghai,356,1586001600.0
2601,778,China,7,36.3427,118.1498,Shandong,755,1586001600.0
2602,141,China,2,41.2956,122.6085,Liaoning,125,1586001600.0
2603,67803,China,3207,30.9756,112.2707,Hubei,63762,1586001600.0
2604,862,China,4,22.3,114.2,Hong Kong,173,1586001600.0
2605,491,China,13,47.862,127.7615,Heilongjiang,469,1586001600.0
2606,1516,China,8,23.3417,113.4244,Guangdong,1378,1586001600.0
2607,350,China,1,26789.0,117.9874,Fujian,301,1586001600.0
2608,585,China,8,40.1824,116.4142,Beijing,438,1586001600.0
2609,4161,Chile,27,-35.6751,-71.543,null,528,1586001600.0
2610,null,Canada,null,56.1304,-106.3468,Recovery aggregated,2577,1586001600.0
2611,3630,Canada,94,51.2538,-85.3232,Ontario,null,1586001600.0
2612,236,Canada,0,44.682,-63.7443,Nova Scotia,null,1586001600.0
2613,1075,Canada,18,53.9333,-116.5765,Alberta,null,1586001600.0
2614,555,Cameroon,9,3.848,11.5021,null,17,1586001600.0
2615,318,Burkina Faso,16,12.2383,-1.5616,null,66,1586001600.0
2616,503,Bulgaria,17,42.7339,25.4858,null,34,1586001600.0
2617,135,Brunei,1,4.5353,114.7277,null,66,1586001600.0
2618,10360,Brazil,445,-14.235,-51.9253,null,127,1586001600.0
2619,624,Bosnia and Herzegovina,21,43.9159,17.6791,null,30,1586001600.0
